id,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,reanalysis_dew_point_temp_k_back_2,reanalysis_specific_humidity_g_per_kg_back_2,station_avg_temp_c_back_2,station_min_temp_c_back_2,reanalysis_dew_point_temp_k_back_1,reanalysis_specific_humidity_g_per_kg_back_1,station_avg_temp_c_back_1,station_min_temp_c_back_1,reanalysis_dew_point_temp_k_back_3,reanalysis_specific_humidity_g_per_kg_back_3,station_avg_temp_c_back_3,station_min_temp_c_back_3,reanalysis_dew_point_temp_k_back_4,reanalysis_specific_humidity_g_per_kg_back_4,station_avg_temp_c_back_4,station_min_temp_c_back_4,a_back_5,b_back_5,c_back_5,d_back_5,a_back_6,b_back_6,c_back_6,d_back_6,a_back_7,b_back_7,c_back_7,d_back_7,a_back_8,b_back_8,c_back_8,d_back_8
11,0.192875,0.08235,0.1919429,0.1529286,22.27,299.5128571,299.5928571,296.0414286,301.8,298,43.72,81.46714286,22.27,17.41857143,2.157142857,27.55714286,7.157142857,31.7,21.7,63.7,295.96,17.34142857,28.11428571,22.8,296.3342857,17.73714286,28.12857143,23.9,296.1728571,17.59428571,28.24285714,22.8,296.5328571,17.95,28.2,23.3,297.0357143,18.51571429,28.04285714,22.8,296.7285714,18.17428571,28.34285714,23.3,297.0171429,18.51571429,28.65714286,24.4,296.1171429,17.56,28.32857143,23.3
12,0.2916,0.2118,0.3012,0.2806667,59.17,299.6671429,299.75,296.3342857,302,297.3,40.9,82.14428571,59.17,17.73714286,2.414285714,28.12857143,6.9,32.8,23.9,12.2,296.1728571,17.59428571,28.24285714,22.8,295.96,17.34142857,28.11428571,22.8,296.5328571,17.95,28.2,23.3,297.0357143,18.51571429,28.04285714,22.8,296.7285714,18.17428571,28.34285714,23.3,297.0171429,18.51571429,28.65714286,24.4,296.1171429,17.56,28.32857143,23.3,297.1928571,18.77714286,28.68571429,24.4
13,0.1505667,0.1717,0.2269,0.2145571,16.48,299.5585714,299.6357143,295.96,301.8,297.1,42.53,80.74285714,16.48,17.34142857,2.071428571,28.11428571,6.357142857,31.7,22.8,32.6,296.5328571,17.95,28.2,23.3,296.1728571,17.59428571,28.24285714,22.8,297.0357143,18.51571429,28.04285714,22.8,296.7285714,18.17428571,28.34285714,23.3,297.0171429,18.51571429,28.65714286,24.4,296.1171429,17.56,28.32857143,23.3,297.1928571,18.77714286,28.68571429,24.4,296.4314286,17.89285714,28.24285714,23.9
14,0.22108335,0.24715,0.3797,0.3813571,32.66,299.8628571,299.95,296.1728571,303,298.3,34.6,80.58428571,32.66,17.59428571,2.585714286,28.24285714,8.085714286,34.4,22.8,37.6,297.0357143,18.51571429,28.04285714,22.8,296.5328571,17.95,28.2,23.3,296.7285714,18.17428571,28.34285714,23.3,297.0171429,18.51571429,28.65714286,24.4,296.1171429,17.56,28.32857143,23.3,297.1928571,18.77714286,28.68571429,24.4,296.4314286,17.89285714,28.24285714,23.9,296.0285714,17.46857143,28.34285714,24.4
15,0.185825025,0.06433333,0.1644429,0.1388571,28.8,300.3914286,300.4785714,296.5328571,302.5,298.8,20,79.65,28.8,17.95,2.328571429,28.2,7.557142857,33.3,23.3,11.4,296.7285714,18.17428571,28.34285714,23.3,297.0357143,18.51571429,28.04285714,22.8,297.0171429,18.51571429,28.65714286,24.4,296.1171429,17.56,28.32857143,23.3,297.1928571,18.77714286,28.68571429,24.4,296.4314286,17.89285714,28.24285714,23.9,296.0285714,17.46857143,28.34285714,24.4,296.6642857,18.18,28.77142857,23.9
16,0.203454188,0.1280333,0.2069571,0.1682429,90.75,299.9585714,299.9571429,297.0357143,302.6,298.5,101.9,84.17857143,90.75,18.51571429,1.857142857,28.04285714,6.685714286,32.8,22.8,44.7,297.0171429,18.51571429,28.65714286,24.4,296.7285714,18.17428571,28.34285714,23.3,296.1171429,17.56,28.32857143,23.3,297.1928571,18.77714286,28.68571429,24.4,296.4314286,17.89285714,28.24285714,23.9,296.0285714,17.46857143,28.34285714,24.4,296.6642857,18.18,28.77142857,23.9,296.9285714,18.51285714,28.62857143,24.4
17,0.1902333,0.1688,0.1676571,0.1722857,32.4,300.3328571,300.4142857,296.7285714,302.5,298.1,25.9,80.94714286,32.4,18.17428571,2.485714286,28.34285714,7.014285714,33.3,23.3,5.4,296.1171429,17.56,28.32857143,23.3,297.0171429,18.51571429,28.65714286,24.4,297.1928571,18.77714286,28.68571429,24.4,296.4314286,17.89285714,28.24285714,23.9,296.0285714,17.46857143,28.34285714,24.4,296.6642857,18.18,28.77142857,23.9,296.9285714,18.51285714,28.62857143,24.4,296.5442857,18.11571429,27.62857143,23.3
18,0.2529,0.33075,0.2641714,0.2843143,40.94,300.1185714,300.2214286,297.0171429,302.2,298.7,39.8,83.34857143,40.94,18.51571429,1.9,28.65714286,6.528571429,32.2,24.4,13.7,297.1928571,18.77714286,28.68571429,24.4,296.1171429,17.56,28.32857143,23.3,296.4314286,17.89285714,28.24285714,23.9,296.0285714,17.46857143,28.34285714,24.4,296.6642857,18.18,28.77142857,23.9,296.9285714,18.51285714,28.62857143,24.4,296.5442857,18.11571429,27.62857143,23.3,296.2571429,17.75,26.77142857,21.7
19,0.2354,0.200025,0.2838167,0.2304429,28.86,300.53,300.6357143,296.1171429,303.8,298,30.4,77.17285714,28.86,17.56,3.471428571,28.32857143,7.614285714,32.8,23.3,14.2,296.4314286,17.89285714,28.24285714,23.9,297.1928571,18.77714286,28.68571429,24.4,296.0285714,17.46857143,28.34285714,24.4,296.6642857,18.18,28.77142857,23.9,296.9285714,18.51285714,28.62857143,24.4,296.5442857,18.11571429,27.62857143,23.3,296.2571429,17.75,26.77142857,21.7,296.5342857,18.03428571,27.97142857,22.8
20,0.1279667,0.4371,0.1234,0.1482833,64.56,300.6742857,300.7928571,297.1928571,302.9,299,24.18,81.55142857,64.56,18.77714286,2.9,28.68571429,8.057142857,33.9,24.4,25.9,296.0285714,17.46857143,28.34285714,24.4,296.4314286,17.89285714,28.24285714,23.9,296.6642857,18.18,28.77142857,23.9,296.9285714,18.51285714,28.62857143,24.4,296.5442857,18.11571429,27.62857143,23.3,296.2571429,17.75,26.77142857,21.7,296.5342857,18.03428571,27.97142857,22.8,296.5642857,18.07428571,28.47142857,23.9
21,0.19635,0.1824333,0.2548286,0.3056857,143.73,299.8571429,299.9,296.4314286,301.7,298.7,36.6,81.63714286,143.73,17.89285714,1.742857143,28.24285714,8.114285714,32.8,23.9,3.3,296.6642857,18.18,28.77142857,23.9,296.0285714,17.46857143,28.34285714,24.4,296.9285714,18.51285714,28.62857143,24.4,296.5442857,18.11571429,27.62857143,23.3,296.2571429,17.75,26.77142857,21.7,296.5342857,18.03428571,27.97142857,22.8,296.5642857,18.07428571,28.47142857,23.9,295.6871429,17.08571429,27.54285714,22.2
22,0.1161,0.2609,0.1994429,0.2442167,51.39,300.4271429,300.6,296.0285714,302.4,299.1,16.4,77.04857143,51.39,17.46857143,2.257142857,28.34285714,7.728571429,32.8,24.4,15.8,296.9285714,18.51285714,28.62857143,24.4,296.6642857,18.18,28.77142857,23.9,296.5442857,18.11571429,27.62857143,23.3,296.2571429,17.75,26.77142857,21.7,296.5342857,18.03428571,27.97142857,22.8,296.5642857,18.07428571,28.47142857,23.9,295.6871429,17.08571429,27.54285714,22.2,295.3757143,16.75285714,26.8,22.2
23,0.22855,0.18975,0.2124857,0.2011857,31.18,300.7757143,300.85,296.6642857,303.3,299.1,36.1,78.52,31.18,18.18,2.9,28.77142857,8.028571429,33.3,23.9,11.7,296.5442857,18.11571429,27.62857143,23.3,296.9285714,18.51285714,28.62857143,24.4,296.2571429,17.75,26.77142857,21.7,296.5342857,18.03428571,27.97142857,22.8,296.5642857,18.07428571,28.47142857,23.9,295.6871429,17.08571429,27.54285714,22.2,295.3757143,16.75285714,26.8,22.2,294.8114286,16.20857143,26.2,20.6
24,0.17115,0.06755,0.1794667,0.1577167,51.42,299.8571429,299.9428571,296.9285714,301.8,298.1,132.4,84.11,51.42,18.51285714,2.571428571,28.62857143,7.314285714,33.3,24.4,57.7,296.2571429,17.75,26.77142857,21.7,296.5442857,18.11571429,27.62857143,23.3,296.5342857,18.03428571,27.97142857,22.8,296.5642857,18.07428571,28.47142857,23.9,295.6871429,17.08571429,27.54285714,22.2,295.3757143,16.75285714,26.8,22.2,294.8114286,16.20857143,26.2,20.6,294.7828571,16.16142857,25.98571429,22.2
25,0.19985,0.0702,0.1816167,0.16575,143.55,299.1957143,299.3071429,296.5442857,301.5,297.5,279.6,85.62142857,143.55,18.11571429,1.871428571,27.62857143,7.4,32.8,23.3,61.8,296.5342857,18.03428571,27.97142857,22.8,296.2571429,17.75,26.77142857,21.7,296.5642857,18.07428571,28.47142857,23.9,295.6871429,17.08571429,27.54285714,22.2,295.3757143,16.75285714,26.8,22.2,294.8114286,16.20857143,26.2,20.6,294.7828571,16.16142857,25.98571429,22.2,292.0042857,13.61571429,24.68571429,19.4
26,0.1462,0.08975,0.1288286,0.1239286,127.03,298.9028571,299.0428571,296.2571429,300.9,297.2,94.52,85.50285714,127.03,17.75,1.8,26.77142857,7.628571429,32.2,21.7,91.5,296.5642857,18.07428571,28.47142857,23.9,296.5342857,18.03428571,27.97142857,22.8,295.6871429,17.08571429,27.54285714,22.2,295.3757143,16.75285714,26.8,22.2,294.8114286,16.20857143,26.2,20.6,294.7828571,16.16142857,25.98571429,22.2,292.0042857,13.61571429,24.68571429,19.4,294.5585714,15.95428571,25.71428571,21.1
27,0.25225,0.1834333,0.318,0.2959,101.35,299.7271429,299.7785714,296.5342857,301.4,298.5,22.26,82.78714286,101.35,18.03428571,1.785714286,27.97142857,8.642857143,33.3,22.8,6.3,295.6871429,17.08571429,27.54285714,22.2,296.5642857,18.07428571,28.47142857,23.9,295.3757143,16.75285714,26.8,22.2,294.8114286,16.20857143,26.2,20.6,294.7828571,16.16142857,25.98571429,22.2,292.0042857,13.61571429,24.68571429,19.4,294.5585714,15.95428571,25.71428571,21.1,292.1057143,13.68285714,25.15714286,21.1
28,0.1526,0.181775,0.1783286,0.1866286,20.46,299.9728571,300.0357143,296.5642857,302.2,298.5,14.4,81.71571429,20.46,18.07428571,2.385714286,28.47142857,8.428571429,33.3,23.9,6.6,295.3757143,16.75285714,26.8,22.2,295.6871429,17.08571429,27.54285714,22.2,294.8114286,16.20857143,26.2,20.6,294.7828571,16.16142857,25.98571429,22.2,292.0042857,13.61571429,24.68571429,19.4,294.5585714,15.95428571,25.71428571,21.1,292.1057143,13.68285714,25.15714286,21.1,291.9071429,13.51142857,24.38571429,18.9
29,0.2908,0.2246,0.1803857,0.2348857,20,300.35,300.5,295.6871429,302.3,298.8,7.1,75.72857143,20,17.08571429,2.2,27.54285714,8.6,32.8,22.2,38.9,294.8114286,16.20857143,26.2,20.6,295.3757143,16.75285714,26.8,22.2,294.7828571,16.16142857,25.98571429,22.2,292.0042857,13.61571429,24.68571429,19.4,294.5585714,15.95428571,25.71428571,21.1,292.1057143,13.68285714,25.15714286,21.1,291.9071429,13.51142857,24.38571429,18.9,293.2828571,14.67142857,24.91428571,21.1
30,0.2722,0.33035,0.1316333,0.1253833,20.04,299.5114286,299.6357143,295.3757143,301.6,297,36.7,78.15142857,20.04,16.75285714,2.528571429,26.8,7.414285714,31.7,22.2,9.6,294.7828571,16.16142857,25.98571429,22.2,294.8114286,16.20857143,26.2,20.6,292.0042857,13.61571429,24.68571429,19.4,294.5585714,15.95428571,25.71428571,21.1,292.1057143,13.68285714,25.15714286,21.1,291.9071429,13.51142857,24.38571429,18.9,293.2828571,14.67142857,24.91428571,21.1,293.4128571,14.79857143,25.24285714,21.1
31,0.1367667,0.216525,0.1767857,0.1415857,33.61,298.2385714,298.2642857,294.8114286,300.2,296.5,44.3,81.38571429,33.61,16.20857143,1.985714286,26.2,7.128571429,31.1,20.6,26.7,292.0042857,13.61571429,24.68571429,19.4,294.7828571,16.16142857,25.98571429,22.2,294.5585714,15.95428571,25.71428571,21.1,292.1057143,13.68285714,25.15714286,21.1,291.9071429,13.51142857,24.38571429,18.9,293.2828571,14.67142857,24.91428571,21.1,293.4128571,14.79857143,25.24285714,21.1,292.3828571,13.87857143,24.71428571,18.3
32,0.1098,0.0886,0.2667833,0.2517,9.96,298.5428571,298.6857143,294.7828571,300.8,296.7,71.8,79.90857143,9.96,16.16142857,2.057142857,25.98571429,5.542857143,29.4,22.2,69,294.5585714,15.95428571,25.71428571,21.1,292.0042857,13.61571429,24.68571429,19.4,292.1057143,13.68285714,25.15714286,21.1,291.9071429,13.51142857,24.38571429,18.9,293.2828571,14.67142857,24.91428571,21.1,293.4128571,14.79857143,25.24285714,21.1,292.3828571,13.87857143,24.71428571,18.3,292.5728571,14.04428571,24.82857143,18.9
33,0.12135,0.26166,0.1913857,0.2099857,0,298.2028571,298.2785714,292.0042857,300.6,296.1,4.1,68.72285714,0,13.61571429,2.985714286,24.68571429,7.771428571,29.4,19.4,2.8,292.1057143,13.68285714,25.15714286,21.1,294.5585714,15.95428571,25.71428571,21.1,291.9071429,13.51142857,24.38571429,18.9,293.2828571,14.67142857,24.91428571,21.1,293.4128571,14.79857143,25.24285714,21.1,292.3828571,13.87857143,24.71428571,18.3,292.5728571,14.04428571,24.82857143,18.9,293.15,14.54142857,25.05714286,20.6
34,0.2931333,0.2668667,0.2608571,0.3027286,52.45,298.2971429,298.3785714,294.5585714,300.9,296,32.31,80.08285714,52.45,15.95428571,2.871428571,25.71428571,6.585714286,30.6,21.1,19.8,291.9071429,13.51142857,24.38571429,18.9,292.1057143,13.68285714,25.15714286,21.1,293.2828571,14.67142857,24.91428571,21.1,293.4128571,14.79857143,25.24285714,21.1,292.3828571,13.87857143,24.71428571,18.3,292.5728571,14.04428571,24.82857143,18.9,293.15,14.54142857,25.05714286,20.6,292.9728571,14.46,25.14285714,18.9
35,0.3025,0.2772333,0.1712667,0.1616222,0,298.0385714,298.0857143,292.1057143,299.8,295.3,5.46,69.68142857,0,13.68285714,2.285714286,25.15714286,5.842857143,28.9,21.1,20.9,293.2828571,14.67142857,24.91428571,21.1,291.9071429,13.51142857,24.38571429,18.9,293.4128571,14.79857143,25.24285714,21.1,292.3828571,13.87857143,24.71428571,18.3,292.5728571,14.04428571,24.82857143,18.9,293.15,14.54142857,25.05714286,20.6,292.9728571,14.46,25.14285714,18.9,293.6314286,15.03571429,25.84285714,20
36,0.1465,0.1404667,0.1515,0.1673143,0,297.06,297.1357143,291.9071429,299,293.9,4.8,72.93857143,0,13.51142857,2.528571429,24.38571429,7.457142857,29.4,18.9,5.3,293.4128571,14.79857143,25.24285714,21.1,293.2828571,14.67142857,24.91428571,21.1,292.3828571,13.87857143,24.71428571,18.3,292.5728571,14.04428571,24.82857143,18.9,293.15,14.54142857,25.05714286,20.6,292.9728571,14.46,25.14285714,18.9,293.6314286,15.03571429,25.84285714,20,293.4071429,14.79428571,25.25714286,20
37,0.2245,0.1004667,0.2519,0.1376167,15.85,297.6742857,297.8285714,293.2828571,299.3,295.8,26.33,76.62857143,15.85,14.67142857,1.885714286,24.91428571,6.314285714,28.3,21.1,31.7,292.3828571,13.87857143,24.71428571,18.3,293.4128571,14.79857143,25.24285714,21.1,292.5728571,14.04428571,24.82857143,18.9,293.15,14.54142857,25.05714286,20.6,292.9728571,14.46,25.14285714,18.9,293.6314286,15.03571429,25.84285714,20,293.4071429,14.79428571,25.25714286,20,293.5314286,14.92,26.01428571,20.6
38,0.1855,0.2935667,0.2599429,0.2179,0,297.4228571,297.6571429,293.4128571,299.3,296.1,27.4,78.5,0,14.79857143,2,25.24285714,6.571428571,29.4,21.1,16.5,292.5728571,14.04428571,24.82857143,18.9,292.3828571,13.87857143,24.71428571,18.3,293.15,14.54142857,25.05714286,20.6,292.9728571,14.46,25.14285714,18.9,293.6314286,15.03571429,25.84285714,20,293.4071429,14.79428571,25.25714286,20,293.5314286,14.92,26.01428571,20.6,293.3357143,14.78714286,25.92857143,20.6
39,0.3313,0.3093333,0.2210286,0.2027571,0,297.8842857,298.15,292.3828571,300.3,296,0.7,71.59714286,0,13.87857143,2.557142857,24.71428571,7.771428571,29.4,18.3,6.8,293.15,14.54142857,25.05714286,20.6,292.5728571,14.04428571,24.82857143,18.9,292.9728571,14.46,25.14285714,18.9,293.6314286,15.03571429,25.84285714,20,293.4071429,14.79428571,25.25714286,20,293.5314286,14.92,26.01428571,20.6,293.3357143,14.78714286,25.92857143,20.6,293.2542857,14.74571429,26.08571429,21.1
40,0.0917,0.246425,0.2438571,0.1956,0,298.0442857,298.2285714,292.5728571,300.1,295,5.7,71.78428571,0,14.04428571,2.771428571,24.82857143,8.157142857,30,18.9,5.9,292.9728571,14.46,25.14285714,18.9,293.15,14.54142857,25.05714286,20.6,293.6314286,15.03571429,25.84285714,20,293.4071429,14.79428571,25.25714286,20,293.5314286,14.92,26.01428571,20.6,293.3357143,14.78714286,25.92857143,20.6,293.2542857,14.74571429,26.08571429,21.1,293.74,15.14857143,26.05714286,22.2
41,0.3801,0.2285667,0.2550429,0.2258,0,297.74,297.9285714,293.15,299.7,295,19.69,75.79428571,0,14.54142857,2.428571429,25.05714286,6.885714286,30,20.6,7.3,293.6314286,15.03571429,25.84285714,20,292.9728571,14.46,25.14285714,18.9,293.4071429,14.79428571,25.25714286,20,293.5314286,14.92,26.01428571,20.6,293.3357143,14.78714286,25.92857143,20.6,293.2542857,14.74571429,26.08571429,21.1,293.74,15.14857143,26.05714286,22.2,292.48,13.99142857,25.24285714,20.6
42,0.0712,0.2211,0.2762429,0.2673429,18.05,296.8842857,297.1142857,292.9728571,300.2,294.1,21.4,78.89571429,18.05,14.46,3.2,25.14285714,8.871428571,32.2,18.9,5.6,293.4071429,14.79428571,25.25714286,20,293.6314286,15.03571429,25.84285714,20,293.5314286,14.92,26.01428571,20.6,293.3357143,14.78714286,25.92857143,20.6,293.2542857,14.74571429,26.08571429,21.1,293.74,15.14857143,26.05714286,22.2,292.48,13.99142857,25.24285714,20.6,293.6157143,14.99285714,25.3,21.1
43,0.22565,0.2094,0.1084333,0.1194,0,297.4142857,297.6142857,293.6314286,300.1,295.8,26.2,79.74,0,15.03571429,2.571428571,25.84285714,8.471428571,32.2,20,17.8,293.5314286,14.92,26.01428571,20.6,293.4071429,14.79428571,25.25714286,20,293.3357143,14.78714286,25.92857143,20.6,293.2542857,14.74571429,26.08571429,21.1,293.74,15.14857143,26.05714286,22.2,292.48,13.99142857,25.24285714,20.6,293.6157143,14.99285714,25.3,21.1,292.17,13.73285714,25.51428571,21.1
44,0.1702,0.2086,0.13752,0.1914333,31.79,297.5057143,297.8285714,293.4071429,299.8,295.8,23.8,77.97714286,31.79,14.79428571,2.114285714,25.25714286,7.2,30.6,20,30.7,293.3357143,14.78714286,25.92857143,20.6,293.5314286,14.92,26.01428571,20.6,293.2542857,14.74571429,26.08571429,21.1,293.74,15.14857143,26.05714286,22.2,292.48,13.99142857,25.24285714,20.6,293.6157143,14.99285714,25.3,21.1,292.17,13.73285714,25.51428571,21.1,294.0285714,15.46142857,26.52857143,21.7
45,0.21075,0.2641,0.2476857,0.2163571,0,297.7771429,298.0785714,293.5314286,300.3,296.4,8.3,77.31571429,0,14.92,2.242857143,26.01428571,8.314285714,31.1,20.6,10.9,293.2542857,14.74571429,26.08571429,21.1,293.3357143,14.78714286,25.92857143,20.6,293.74,15.14857143,26.05714286,22.2,292.48,13.99142857,25.24285714,20.6,293.6157143,14.99285714,25.3,21.1,292.17,13.73285714,25.51428571,21.1,294.0285714,15.46142857,26.52857143,21.7,294.97,16.31428571,27.31428571,22.8
46,0.190475,0.23635,0.21325,0.2405429,0,297.4314286,297.6357143,293.3357143,300.1,295.7,13.37,78.13857143,0,14.78714286,2.728571429,25.92857143,8.971428571,31.7,20.6,3.6,293.74,15.14857143,26.05714286,22.2,293.2542857,14.74571429,26.08571429,21.1,292.48,13.99142857,25.24285714,20.6,293.6157143,14.99285714,25.3,21.1,292.17,13.73285714,25.51428571,21.1,294.0285714,15.46142857,26.52857143,21.7,294.97,16.31428571,27.31428571,22.8,294.8128571,16.18571429,26.92857143,22.8
47,0.1279,0.1784,0.1470143,0.1593,0,297.4071429,297.6142857,293.2542857,300.4,295.4,11.1,77.88285714,0,14.74571429,2.542857143,26.08571429,6.971428571,32.2,21.1,5.7,292.48,13.99142857,25.24285714,20.6,293.74,15.14857143,26.05714286,22.2,293.6157143,14.99285714,25.3,21.1,292.17,13.73285714,25.51428571,21.1,294.0285714,15.46142857,26.52857143,21.7,294.97,16.31428571,27.31428571,22.8,294.8128571,16.18571429,26.92857143,22.8,294.6185714,15.97428571,26.52857143,22.8
